72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,1507
72,20,2304
72,20,2304
72,20,2304
72,20,2304
72,20,2304
72,20,2304
72,20,2304
72,20,2304
100,20,2304
100,20,2304
100,20,2304
100,20,2304
100,20,2304
100,20,2304
103,20,2304
103,20,2304
103,20,2304
103,20,2304
103,20,3072
103,20,3072
103,20,3072
103,20,3072
103,20,3072
103,20,3072
103,20,3072
103,20,3072
103,20,3072
103,20,1536
103,20,1536
103,20,1536
103,20,1536
103,20,1536
103,20,1536
103,20,1536
103,20,1536
103,20,1536
103,20,1536
103,20,1536
102,20,1536
102,20,1536
102,20,1536
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2688
102,20,2688
102,20,2688
102,20,2688
102,20,2688
102,20,2688
102,20,2688
102,20,2688
102,20,2688
102,20,2688
102,20,2688
102,20,2688
102,20,2688
102,20,2688
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,20,2304
102,102,2304
102,102,2304
102,102,2304
102,102,2304
102,102,2304
102,102,2304
102,105,2304
102,105,2304
102,105,2304
102,105,2304
102,105,2304
102,105,2304
102,101,2304
102,101,2304
102,101,2304
102,101,2304
102,101,2304
102,101,3840
102,100,3840
102,100,3840
102,100,3840
103,100,3840
103,100,3840
103,100,3840
103,101,3840
103,101,3840
103,101,3840
103,101,3840
103,101,1920
103,101,1920
103,100,1920
103,100,1920
103,100,1920
103,100,1920
103,100,1920
103,100,1920
103,101,1920
103,101,1536
103,101,1536
103,101,1536
103,101,1536
103,101,1536
103,100,1536
103,100,1536
103,100,1536
103,100,1536
103,100,1536
103,100,1536
103,99,1536
103,99,1536
104,99,1536
104,99,2304
104,99,2304
104,99,2304
104,100,2304
104,100,2304
104,100,2304
104,100,2304
104,100,2304
104,100,1536
104,100,1536
104,100,1536
104,100,1536
104,100,1536
104,100,1536
104,100,1536
104,101,1536
104,101,1536
105,101,1536
105,101,1536
105,101,1536
105,101,1536
105,100,1536
105,100,1536
106,100,1536
106,100,1536
106,100,1536
106,100,1536
106,100,1536
106,100,1536
107,100,1536
107,100,1536
107,100,1536
107,100,1536
107,101,1536
107,101,4224
107,101,4224
107,101,4224
107,101,4224
107,101,4224
107,102,4224
107,102,4224
108,102,4224
108,102,4224
108,102,4224
108,102,4224
108,102,4224
108,102,4224
108,102,4224
108,102,4224
108,102,4224
108,102,4224
108,102,4224
108,102,4224
108,102,4224
108,102,3456
108,102,3456
108,102,3456
108,103,3456
108,103,3456
108,103,3456
108,103,3456
108,103,1152
108,103,1152
108,103,1152
108,103,1152
108,103,1152
108,103,1152
108,103,1152
108,103,1152
108,102,1152
108,102,1152
109,102,1152
109,102,1152
109,102,1152
109,102,1152
109,103,1152
109,103,1152
109,103,1152
109,103,1152
109,103,1152
109,103,1152
109,101,1152
109,101,1152
109,101,1152
109,101,1152
109,101,4224
109,101,4224
109,101,4224
109,101,4224
109,101,4224
109,101,4224
109,101,4224
109,101,4224
109,101,4224
109,101,4224
109,101,1536
109,101,1536
109,101,1536
109,101,1536
109,101,1536
109,100,1536
109,100,1536
109,100,1536
109,100,1536
109,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,100,1536
110,101,1536
110,101,1920
110,101,1920
110,101,1920
109,101,1920
109,101,1920
109,101,1920
109,101,1920
109,101,1920
109,101,1920
109,101,1920
109,101,1920
109,103,1920
109,103,1920
109,103,1920
109,103,1920
110,103,1920
110,103,1920
110,104,1920
110,104,1536
110,104,1536
110,104,1536
109,104,1536
109,104,1536
109,104,1536
109,104,1536
109,104,1536
109,104,1536
109,104,1536
109,104,1536
109,103,1536
109,103,1536
109,103,1536
109,103,1536
109,103,1536
109,103,1536
109,102,1536
109,102,1536
109,102,1536
109,102,1536
109,102,1536
109,102,1536
109,102,1536
109,102,1536
109,102,1536
109,102,1536
109,102,2688
109,102,2688
109,102,2688
109,102,2688
109,102,2688
109,102,2688
109,102,2688
109,102,2688
109,101,2688
109,101,2688
